"gene_symbol" "FPKM" "count"
"MIR4492" 31.0266 0
"BCL9L" 11.3133 2013
"UPK2" 0.0574875 1
"FOXR1" 0 0
"CCDC84" 1.56197 41
"RPS25" 1729.64 11920
"RPL23AP64" 3.80483 39
"TRAPPC4" 19.3823 460
"MIR3656" 0 0
"SLC37A4" 6.61863 304
"HYOU1" 17.084 1760
"VPS11" 12.64 918
"HMBS" 9.50393 293
"H2AFX" 23.8816 789
"DPAGT1" 9.63756 442
"C2CD2L" 4.80634 363
"HINFP" 4.87152 238
"ABCG4" 1.86542 152
"NLRX1" 24.2725 2020
"PDZD3" 0 0
"CCDC153" 1.34019 18
"CBL" 4.22048 1105
"MCAM" 15.0167 1116
"MIR6756" 0 0
"RNF26" 13.5224 839
"C1QTNF5" 9.08056 0
"USP2" 6.9541 547
"USP2-AS1" 0 0
"THY1" 39.2918 2048
"PVRL1" 90.9747 11083
"TRIM29" 389.924 26077
"OAF" 9.18238 362
"POU2F3" 33.3791 2184
"LOC649133" 0 0
"TMEM136" 0.754309 68
"ARHGEF12" 30.649 6987
"GRIK4" 0.0534835 5
"TBCEL" 3.41557 306
"TECTA" 0.0605012 9
"SC5D" 8.33799 1337
"SORL1" 2.62032 670
"MIR100HG" 3.0417 208
"MIR125B1" 0 0
"BLID" 0 0
"MIRLET7A2" 0 0
"MIR100" 0 0
"UBASH3B" 2.51441 400
"CRTAM" 0.929505 49
"C11orf63" 1.19037 70
"BSX" 0 0
"LOC341056" 1.78119 78
"HSPA8" 294.579 15669
"CLMP" 3.59041 207
"MIR4493" 0 0
"GRAMD1B" 0.402304 71
"SCN3B" 0.578061 75
"ZNF202" 1.74903 159
"OR6X1" 0 0
"OR6M1" 0 0
"TMEM225" 0 0
"OR8D4" 0 0
"OR4D5" 0 0
"OR6T1" 0 0
"OR10S1" 0 0
"OR10G4" 0 0
"OR10G9" 0 0
"OR10G8" 0 0
"OR10G7" 0 0
"VWA5A" 13.5274 946
"OR8G2" 0 0
"OR8G1" 0 0
"OR8G5" 0 0
"OR8D1" 0 0
"OR8D2" 0 0
"OR8B2" 0 0
"OR8B3" 0 0
"OR8B4" 0 0
"OR8B8" 0 0
"OR8B12" 0 0
"OR8A1" 0 0
"PANX3" 0 0
"TBRG1" 4.79618 556
"SPA17" 5.09553 76
"SIAE" 9.07332 577
"NRGN" 1.57675 38
"VSIG2" 0.320602 7
"ESAM" 7.83036 308
"MSANTD2" 1.4363 69
"LOC100507283" 0.0622543 4
"ROBO3" 0.232279 24
"ROBO4" 4.65792 402
"HEPN1" 0 0
"HEPACAM" 0.0377961 3
"CCDC15" 0.604789 52
"SLC37A2" 16.3946 1554
"TMEM218" 3.02848 271
"PKNOX2" 0.990872 83
"FEZ1" 6.30697 234
"EI24" 70.4643 3482
"STT3A" 17.2505 1647
"CHEK1" 3.95803 279
"ACRV1" 0.642338 14
"PATE1" 0 0
"PATE2" 0.264066 9
"PATE3" 0 0
"PATE4" 0.0708103 3
"HYLS1" 3.93331 158
"PUS3" 5.95699 211
"DDX25" 0.0516014 2
"CDON" 5.17383 964
"RPUSD4" 11.0478 606
"FAM118B" 5.55364 248
"SRPR" 42.4952 2914
"FOXRED1" 8.87699 395
"TIRAP" 2.87195 133
"DCPS" 9.39604 285
"ST3GAL4-AS1" 0.535378 7
"ST3GAL4" 7.61017 286
"KIRREL3" 0.0589151 5
"LOC101929427" 0.20365 1
"KIRREL3-AS2" 0.287743 2
"MIR3167" 0 0
"KIRREL3-AS3" 0 0
"ETS1" 20.4198 2412
"MIR6090" 0 0
"FLI1" 7.13305 631
"SENCR" 0.499319 13
"KCNJ1" 0.104411 6
"KCNJ5" 0.702698 45
"C11orf45" 1.74443 139
"TP53AIP1" 17.8334 551
"ARHGAP32" 10.7275 2420
"BARX2" 20.3937 758
"TMEM45B" 44.4419 2116
"NFRKB" 6.29047 723
"PRDM10" 1.93848 275
"LINC00167" 0.284881 18
"APLP2" 97.2435 7925
"ST14" 52.2992 3846
"ZBTB44" 6.79018 1472
"ADAMTS8" 0.316401 26
"ADAMTS15" 2.26997 295
"MIR8052" 0 0
"C11orf44" 0.075547 6
"SNX19" 8.5233 1188
"NTM" 1.85881 133
"LOC101929653" 0 0
"NTM-IT" 0 0
"OPCML" 0.0759827 11
"LOC646522" 0 0
"SPATA19" 0 0
"MIR4697HG" 0.470395 57
"MIR4697" 0 0
"IGSF9B" 0.51772 56
"LOC100128239" 0.160654 8
"JAM3" 8.15419 671
"NCAPD3" 4.10066 526
"VPS26B" 22.7414 1872
"THYN1" 17.4126 309
"ACAD8" 17.0212 807
"GLB1L3" 3.68623 239
"GLB1L2" 6.60337 463
"B3GAT1" 0.139458 11
"LOC283177" 0.0166131 1
"FAM138D" 0.0911052 2
"LOC100288778" 6.77471 164
"IQSEC3" 0.0702566 8
"LOC574538" 0 0
"SLC6A12" 0.128294 10
"LOC101929384" 0 0
"SLC6A13" 0.0208057 1
"LOC102723544" 0 0
"KDM5A" 6.88871 1739
"CCDC77" 2.27931 111
"B4GALNT3" 5.79176 443
"NINJ2" 4.55136 93
"WNK1" 29.9913 6874
"RAD52" 1.39755 82
"ERC1" 6.93625 1458
"LINC00942" 0.453693 22
"FBXL14" 3.48525 158
"WNT5B" 3.33569 157
"MIR3649" 0 0
"ADIPOR2" 34.7985 3108
"CACNA2D4" 0.442431 54
"LRTM2" 0 0
"LINC00940" 0 0
"DCP1B" 4.8348 217
"CACNA1C-IT2" 0 0
"CACNA1C" 0.266488 81
"CACNA1C-AS2" 0.206602 2
"CACNA1C-AS1" 0 0
"CACNA1C-AS4" 0 0
"CACNA1C-IT3" 0 0
"LOC283440" 0 0
"FKBP4" 28.5151 2396
"ITFG2" 4.46464 229
"NRIP2" 0.654204 38
"LOC100507424" 0.436353 6
"FOXM1" 7.86467 543
"RHNO1" 13.8265 569
"TULP3" 9.44391 647
"TEAD4" 6.10176 230
"TSPAN9" 11.6306 1142
"PRMT8" 0.211482 9
"EFCAB4B" 0.438524 27
"PARP11" 2.67474 266
"CCND2" 5.95844 894
"C12orf5" 2.63042 501
"FGF23" 0.0448674 3
"FGF6" 0 0
"C12orf4" 4.33176 372
"RAD51AP1" 3.61539 175
"DYRK4" 12.3784 225
"AKAP3" 0.216241 16
"NDUFA9" 42.3128 1413
"LOC101929549" 0.321643 8
"GALNT8" 0 0
"KCNA6" 0.452138 62
"KCNA1" 0.0487225 9
"KCNA5" 0.252563 16
"LOC101929584" 0 0
"NTF3" 0.260092 7
"ANO2" 0.156414 13
"VWF" 15.1101 3096
"CD9" 310.692 8207
"PLEKHG6" 3.91291 249
"TNFRSF1A" 66.9528 3218
"SCNN1A" 36.7326 2750
"LTBR" 46.8557 2214
"CD27-AS1" 1.61669 83
"CD27" 7.38016 101
"TAPBPL" 12.0118 461
"VAMP1" 1.97652 73
"MRPL51" 117.401 1326
"NCAPD2" 14.5372 1589
"SCARNA10" 0.646319 2
"GAPDH" 1371.52 39067
"IFFO1" 2.91545 173
"NOP2" 12.2231 730
"CHD4" 33.6443 5026
"SCARNA11" 0 0
"LPAR5" 6.13748 376
"ACRBP" 0.40007 15
"ING4" 17.1047 503
"ZNF384" 11.5559 813
"PIANP" 0 0
"COPS7A" 31.4296 1276
"MLF2" 92.2318 2876
"PTMS" 82.8067 1865
"LAG3" 0.776303 32
"CD4" 27.1343 1822
"GPR162" 0.833762 33
"LEPREL2" 3.94018 231
"GNB3" 0.171269 7
"CDCA3" 5.60941 129
"USP5" 32.504 2250
"TPI1" 328.222 8972
"SPSB2" 4.13256 100
"RPL13P5" 1.39491 14
"DSTNP2" 11.2333 241
"LRRC23" 1.8286 58
"ENO2" 2.97687 157
"ATN1" 20.1445 1981
"C12orf57" 150.362 1219
"PTPN6" 15.1931 725
"MIR200C" 0 0
"MIR141" 0 0
"PHB2" 136.039 3995
"SCARNA12" 1.09581 2
"EMG1" 21.7464 447
"LPCAT3" 25.7291 1275
"C1S" 186.012 11268
"C1R" 186.684 9141
"C1RL" 8.64479 656
"C1RL-AS1" 0.714478 63
"RBP5" 3.64932 64
"CLSTN3" 9.83139 887
"PEX5" 13.0505 934
"ACSM4" 0.0273235 1
"CD163L1" 1.78865 186
"CD163" 7.33035 686
"APOBEC1" 0 0
"GDF3" 0 0
"DPPA3" 0.0504032 1
"CLEC4C" 1.09786 29
"NANOGNB" 0.417807 7
"NANOG" 1.06607 48
"SLC2A14" 0.924791 74
"SLC2A3" 4.20509 372
"FOXJ2" 8.09717 1015
"C3AR1" 2.95454 123
"NECAP1" 6.91693 392
"CLEC4A" 3.78548 97
"POU5F1P3" 0.0477198 1
"ZNF705A" 0 0
"FAM66C" 0.316149 23
"FAM90A1" 0.181992 10
"FAM86FP" 0.976276 45
"LOC101927905" 0.642012 8
"LINC00937" 0.82457 9
"CLEC6A" 0.149197 5
"CLEC4D" 0.14587 6
"CLEC4E" 0.667391 31
"AICDA" 0.324958 20
"MFAP5" 10.1202 644
"RIMKLB" 2.48479 332
"A2ML1" 70.6228 7821
"PHC1" 2.26948 268
"M6PR" 36.008 1090
"KLRG1" 0.76991 29
"LINC00612" 0.0209714 1
"A2M-AS1" 0.424287 20
"A2M" 47.6843 4992
"PZP" 0.945979 99
"A2MP1" 0.0421355 1
"LINC00987" 8.11787 437
"LOC642846" 0.868662 68
"LOC101930452" 0.221364 22
"LOC101928030" 0 0
"DDX12P" 1.09074 95
"KLRB1" 8.2877 106
"LOC374443" 1.2958 65
"CLEC2D" 11.5443 1360
"CLECL1" 0.90413 12
"CD69" 2.74222 96
"KLRF1" 0.225637 4
"CLEC2B" 42.2008 1839
"KLRF2" 0.39757 5
"CLEC2A" 11.787 200
"LOC100506159" 0 0
"CLEC12A" 2.06034 60
"CLEC1B" 0.0628904 1
"CLEC12B" 1.73986 75
"LOC102724020" 0.53916 0
"CLEC9A" 1.05905 37
"CLEC1A" 1.5486 58
"CLEC7A" 19.7149 818
"OLR1" 0.2002 11
"TMEM52B" 0.214044 12
"GABARAPL1" 16.8681 667
"KLRD1" 0.844792 61
"LOC101928100" 0.94872 59
"KLRK1" 3.50349 6
"KLRC4-KLRK1" 0.267255 1
"KLRC4" 0.365628 4
"KLRC3" 0.562512 11
"KLRC2" 0.333086 8
"KLRC1" 0.323274 9
"KLRAP1" 0.587785 28
"MAGOHB" 2.84042 191
"STYK1" 1.11584 74
"YBX3" 191.003 7383
"LOC101928162" 0 0
"TAS2R7" 0 0
"TAS2R8" 0 0
"TAS2R9" 0 0
"TAS2R10" 0 0
"PRR4" 1.55745 2
"PRH1-PRR4" 6.72593e-08 0
"PRH1" 0.495146 0
"LOC100129361" 2.64274 270
"TAS2R13" 0 0
"PRH2" 0.0141564 1
"TAS2R14" 0.223841 4
"TAS2R50" 0 0
"TAS2R20" 0.319743 13
"TAS2R19" 0.0602845 1
"TAS2R31" 0 0
"TAS2R46" 0 0
"TAS2R43" 0 0
"TAS2R30" 0 0
"TAS2R42" 0 0
"PRB3" 0.0468182 1
"PRB4" 0 0
"PRB1" 0.0821433 1
"PRB2" 0 0
"LINC01252" 0.315671 26
"ETV6" 7.64989 1048
"RNU6-19P" 0 0
"BCL2L14" 0.175158 7
"MIR1244-3" 14846.5 0
"LRP6" 2.32342 545
"MANSC1" 22.111 1100
"LOH12CR2" 0.850865 27
"LOH12CR1" 4.85277 217
"DUSP16" 8.21071 1191
"CREBL2" 18.9071 1621
"GPR19" 0.273235 10
"CDKN1B" 25.5037 1405
"APOLD1" 2.18098 233
"MIR613" 0 0
"DDX47" 21.3523 810
"RPL13AP20" 297.492 3240
"GPRC5A" 0.524646 33
"MIR614" 20.8713 1
"GPRC5D" 0.553772 11
"HEBP1" 20.461 489
"LOC100506314" 1.63941 60
"HTR7P1" 0.975781 97
"KIAA1467" 2.5315 271
"GSG1" 0.596373 31
"EMP1" 140.037 8652
"C12orf36" 0 0
"GRIN2B" 0 0
"ATF7IP" 10.8253 2200
"PLBD1" 80.1997 3294
"GUCY2C" 1.28438 97
"LOC101928290" 4.59796 38
"HIST4H4" 0.399609 2
"H2AFJ" 25.3933 1985
"WBP11" 27.3944 1608
"C12orf60" 0.409973 9
"SMCO3" 0.0885588 4
"ART4" 0.288098 8
"MGP" 61.7364 1754
"ERP27" 1.51492 48
"ARHGDIB" 124.04 2988
"PDE6H" 0 0
"LOC101928340" 0.104324 1
"RERG" 8.32649 418
"RERG-AS1" 0 0
"PTPRO" 0.405273 43
"EPS8" 6.8606 632
"STRAP" 61.1957 2475
"DERA" 20.2503 732
"SLC15A5" 0 0
"MGST1" 34.5702 590
"LMO3" 0.144232 11
"SKP1P2" 4.33605 173
"MIR3974" 0 0
"RERGL" 1.86922 35
"PIK3C2G" 3.87468 436
"PLCZ1" 0.0430686 2
"CAPZA3" 0.0960926 2
"PLEKHA5" 8.74092 826
"AEBP2" 11.3459 1422
"LOC100506393" 0 0
"PDE3A" 0.411047 67
"SLCO1C1" 0.112196 8
"SLCO1B3" 0 0
"SLCO1B7" 0 0
"SLCO1B1" 0 0
"SLCO1A2" 0.0563144 10
"IAPP" 0.522201 22
"PYROXD1" 4.8004 447
"RECQL" 12.7363 473
"GOLT1B" 11.5649 843
"SPX" 0 0
"GYS2" 0 0
"LDHB" 77.0937 2045
"KCNJ8" 2.13737 111
"ABCC9" 3.82752 738
"CMAS" 29.9663 1133
"ST8SIA1" 0.770563 174
"C2CD5" 6.46489 659
"ETNK1" 6.08749 955
"LOC101928441" 0 0
"SOX5" 0.789044 80
"MIR920" 0 0
"LOC101928471" 0 0
"LINC00477" 0.0558422 2
"BCAT1" 0.678369 146
"C12orf77" 0.41876 13
"LRMP" 2.64157 164
"CASC1" 0.239066 13
"LYRM5" 24.4516 542
"KRAS" 12.7125 1635
"IFLTD1" 0.405107 22
"MIR4302" 0 0
"RASSF8-AS1" 0.449441 8
"RASSF8" 2.03497 242
"BHLHE41" 1.43611 122
"SSPN" 2.50725 250
"ITPR2" 7.43302 2181
"ASUN" 8.15283 537
"FGFR1OP2" 13.4146 673
"TM7SF3" 15.7147 1545
"MED21" 11.7645 695
"C12orf71" 0 0
"STK38L" 9.13161 1061
"ARNTL2" 10.759 1816
"ARNTL2-AS1" 1.51485 0
"SMCO2" 0.511443 13
"PPFIBP1" 6.72712 930
"REP15" 0.179685 4
"MRPS35" 26.8539 1079
"MANSC4" 0 0
"KLHL42" 3.96556 590
"PTHLH" 0.694348 19
"CCDC91" 9.35814 474
"FAR2" 5.84585 483
"LOC100506606" 0.444301 11
"ERGIC2" 19.0078 709
"OVCH1-AS1" 0.792057 15
"OVCH1" 0.013088 1
"TMTC1" 1.70192 345
"IPO8" 11.9425 1429
"CAPRIN2" 1.35842 136
"LINC00941" 0.621788 25
"TSPAN11" 4.19642 534
"DDX11-AS1" 0.0690688 3
"DDX11" 1.70128 146
"FAM60A" 14.7554 998
"FLJ13224" 0.117938 4
"DENND5B" 0.531765 116
"DENND5B-AS1" 4.52843 39
"METTL20" 1.38516 64
"AMN1" 3.13399 142
"H3F3C" 89.1962 1812
"KIAA1551" 6.87365 983
"RNU6-78P" 0 0
"BICD1" 0.560096 41
"FGD4" 2.82628 543
"DNM1L" 14.0103 1433
"YARS2" 6.47358 303
"PKP2" 1.58061 159
"SYT10" 0.0136565 1
"ALG10" 1.43986 100
"ALG10B" 1.35692 318
"CPNE8" 1.87389 145
"KIF21A" 2.78907 419
"ABCD2" 0.213105 26
"C12orf40" 0.0162541 1
"SLC2A13" 1.08388 175
"LRRK2" 1.7789 381
"MUC19" 0 0
"CNTN1" 17.8042 2267
"PDZRN4" 0.53989 42
"GXYLT1" 2.22198 381
"YAF2" 3.43057 333
"ZCRB1" 19.7969 772
"PPHLN1" 25.3637 974
"PRICKLE1" 2.92295 285
"LOC101927058" 0 0
"ADAMTS20" 0 0
"PUS7L" 2.61281 232
"IRAK4" 6.47926 618
"TWF1" 64.6447 4376
"TMEM117" 9.2453 614
"NELL2" 2.40149 182
"DBX2" 0.0334239 2
"RACGAP1P" 0.276214 17
"PLEKHA8P1" 0.530444 21
"ANO6" 12.0653 1640
"RNY5" 0 0
"LINC00938" 6.54819 311
"ARID2" 4.21542 827
"SCAF11" 16.1337 2832
"SLC38A1" 25.8255 4581
"SLC38A2" 116.115 12904
"SLC38A4" 0.868703 76
"AMIGO2" 1.28283 89
"PCED1B-AS1" 1.28169 63
"PCED1B" 1.52042 58
"MIR4698" 0 0
"RPAP3" 6.29927 519
"ENDOU" 27.5186 1404
"RAPGEF3" 0.704793 98
"SLC48A1" 5.59162 376
"HDAC7" 11.5696 1104
"VDR" 13.341 1419
"TMEM106C" 24.3095 737
"COL2A1" 0.0540216 6
"SENP1" 5.06862 556
"PFKM" 8.80599 615
"MIR6505" 0 0
"ASB8" 12.5939 720
"CCDC184" 0.11796 6
"OR10AD1" 0 0
"H1FNT" 0.0383392 1
"ZNF641" 3.18746 314
"ANP32D" 1.0807 5
"C12orf54" 0.489989 8
"OR8S1" 0 0
"LALBA" 0 0
"KANSL2" 8.44554 438
"SNORA34" 5.01426 1
"MIR1291" 0 0
"SNORA2A" 0 0
"SNORA2B" 0 0
"CCNT1" 5.39981 873
"LINC00935" 0 0
"ADCY6" 2.44216 349
"MIR4701" 0 0
"LOC100506125" 0 0
"CACNB3" 8.49619 489
"DDX23" 24.2668 1766
"RND1" 3.33841 116
"CCDC65" 0.267669 10
"FKBP11" 10.9705 152
"ARF3" 78.6277 6226
"WNT10B" 0.971664 50
"WNT1" 0.0404527 2
"DDN" 0.0713462 6
"PRKAG1" 38.3059 1391
"KMT2D" 4.20887 1920
"RHEBL1" 1.20881 28
"DHH" 0.170182 7
"LMBR1L" 7.6674 390
"TUBA1B" 282.154 10379
"TUBA1A" 140.851 5748
"TUBA1C" 282.344 9060
"LOC101927267" 0.0318762 2
"PRPH" 0.129082 1
"TROAP" 3.94192 90
"C1QL4" 0.0904118 4
"DNAJC22" 0.725529 28
"SPATS2" 5.8478 499
"LOC100335030" 0.683426 48
"KCNH3" 0.0461444 4
"MCRS1" 18.2793 757
"FAM186B" 0.137679 9
"PRPF40B" 2.18416 138
"FMNL3" 2.04681 427
"TMBIM6" 205.174 13074
"NCKAP5L" 2.61796 291
"BCDIN3D-AS1" 0.321323 22
"BCDIN3D" 2.73681 131
"FAIM2" 0.231837 25
"LOC283332" 0 0
"LOC101927292" 0 0
"AQP2" 0.0105907 1
"LOC101927318" 0.337271 2
"AQP5" 7.47178 288
"AQP6" 0.515258 30
"RACGAP1" 11.8067 841
"ASIC1" 0.49564 43
"SMARCD1" 14.5872 1116
"GPD1" 1.41799 97
"COX14" 34.3845 447
"CERS5" 8.74954 540
"LIMA1" 32.9396 2703
"MIR1293" 0 0
"FAM186A" 0 0
"LARP4" 7.90449 1126
"DIP2B" 15.5422 3142
"ATF1" 9.23447 505
"TMPRSS12" 0.100319 3
"METTL7A" 31.6274 2394
"HIGD1C" 0 0
"SLC11A2" 19.9342 1834
"LETMD1" 13.2435 519
"CSRNP2" 4.21199 439
"TFCP2" 11.0024 916
"POU6F1" 1.06613 122
"DAZAP2" 119.547 5485
"SMAGP" 35.4103 718
"BIN2" 3.32314 164
"CELA1" 0 0
"GALNT6" 9.71545 996
"SLC4A8" 0.544704 115
"SCN8A" 0.0225011 6
"FIGNL2" 0.11252 12
"ANKRD33" 0 0
"ACVRL1" 5.96738 561
"ACVR1B" 16.4239 1692
"GRASP" 3.22452 128
"NR4A1" 2.33252 132
"ATG101" 21.1546 607
"OR7E47P" 0.802119 15
"KRT80" 176.123 15340
"C12orf80" 0.0772408 2
"LINC00592" 1.97826 40
"KRT7" 15.9437 568
"KRT81" 1.5285 62
"KRT86" 1.51586 68
"KRT83" 0.880904 35
"KRT85" 4.13952 225
"KRT84" 0.24757 11
"KRT82" 0.356753 21
"KRT75" 15.7885 721
"KRT6B" 622.376 30738
"KRT6C" 588.933 29186
"KRT6A" 1763.31 94127
"KRT5" 3698.85 184528
"KRT71" 15.2686 748
"KRT74" 1.3517 83
"KRT72" 2.72139 109
"KRT73" 2.10354 104
"KRT2" 1186.85 62338
"KRT1" 13426.2 717015
"KRT77" 16.2791 1199
"KRT76" 10.0984 558
"KRT3" 13.4245 672
"KRT4" 0.779416 36
"KRT79" 26.7927 1186
"KRT78" 97.7842 3660
"KRT8" 5.59876 213
"KRT18" 4.80053 122
"EIF4B" 153.206 13912
"LOC283335" 0.775508 49
"SPRYD3" 15.7045 1018
"TENC1" 5.95112 634
"MIR6757" 0 0
"IGFBP6" 8.26234 150
"SOAT2" 0.0675191 3
"CSAD" 1.23458 70
"ZNF740" 7.8649 751
"ITGB7" 3.9982 253
"RARG" 65.3087 4095
"MFSD5" 40.338 1533
"ESPL1" 1.46946 224
"PFDN5" 325.847 3638
"C12orf10" 19.6549 471
"AAAS" 10.5589 410
"SP7" 0 0
"SP1" 18.4929 3232
"AMHR2" 0 0
"PRR13" 58.4155 1372
"PCBP2" 118.146 8068
"PCBP2-OT1" 0.133954 2
"MAP3K12" 2.18207 87
"TARBP2" 9.98343 324
"NPFF" 1.07795 9
"ATF7" 10.4332 827
"LOC100652999" 4.84431 1
"ATP5G2" 228.783 3712
"CALCOCO1" 43.8564 2934
"CISTR" 0 0
"HOXC13-AS" 3.94463 113
"HOXC13" 3.62771 175
"HOXC12" 0.780366 12
"HOTAIR" 0.350856 18
"HOXC11" 2.06529 90
"HOXC-AS3" 1.00787 4
"HOXC10" 8.74758 365
"MIR196A2" 0 0
"HOXC-AS2" 0.278241 2
"HOXC-AS1" 1.70058 14
"HOXC9" 2.86131 91
"HOXC8" 1.63519 81
"HOXC6" 4.04609 143
"HOXC5" 0.352757 11
"HOXC4" 0.880782 33
"MIR615" 0 0
"FLJ12825" 0.27028 24
"LOC100240735" 0.598563 10
"LOC100240734" 0.145361 1
"LOC400043" 4.94037 140
"SMUG1" 17.2456 387
"CBX5" 9.9205 2665
"MIR3198-2" 140.109 0
"HNRNPA1" 259.182 2576
"HNRNPA1P10" 199.462 0
"NFE2" 6.77087 238
"COPZ1" 54.5264 2231
"MIR148B" 0 0
"LOC102724050" 0 0
"ITGA5" 9.49972 912
"GPR84" 0.322123 10
"ZNF385A" 77.7791 3939
"GTSF1" 0.344849 5
"NCKAP1L" 7.03591 606
"PDE1B" 1.40248 99
"PPP1R1A" 0.129003 5
"GLYCAM1" 0 0
"LACRT" 0 0
"DCD" 444.201 3330
"MUCL1" 427.842 2923
"TESPA1" 1.24607 107
"NEUROD4" 0.0112197 1
"OR9K2" 0 0
"OR10A7" 0 0
"OR6C74" 0 0
"OR6C6" 0 0
"OR6C1" 0 0
"OR6C3" 0 0
"OR6C75" 0 0
"OR6C65" 0 0
"OR6C76" 0 0
"OR6C2" 0 0
"OR6C70" 0 0
"OR6C68" 0 0
"OR6C4" 0 0
"OR2AP1" 0 0
"OR10P1" 0 0
"METTL7B" 0.613911 19
"ITGA7" 2.41421 214
"BLOC1S1" 83.4738 263
"BLOC1S1-RDH5" 0.726291 0
"RDH5" 0.221557 2
"CD63" 256.311 4317
"GDF11" 0.602001 58
"SARNP" 44.084 766
"ORMDL2" 19.7843 532
"TMEM198B" 2.34675 170
"DNAJC14" 12.1584 868
"MMP19" 4.64001 221
"WIBG" 37.1022 854
"DGKA" 21.2786 1241
"PMEL" 103.883 4753
"CDK2" 12.5793 627
"RAB5B" 41.7073 5059
"SUOX" 3.93482 202
"IKZF4" 1.12345 140
"RPS26" 230.171 2625
"ERBB3" 30.4361 3743
"PA2G4" 75.0539 4319
"RPL41" 5565.49 35556
"ZC3H10" 3.02822 138
"ESYT1" 21.7381 2090
"MYL6B" 25.0486 476
"MYL6" 742.203 10360
"SMARCC2" 11.4245 1440
"RNF41" 7.20488 870
"NABP2" 17.3453 494
"SLC39A5" 0 0
"ANKRD52" 4.5492 913
"COQ10A" 1.97264 61
"CS" 67.1356 4421
"CNPY2" 26.3235 626
"PAN2" 3.4269 414
"IL23A" 1.10228 22
"STAT2" 17.0965 1761
"APOF" 0.0283152 1
"TIMELESS" 5.70883 669
"MIP" 0.0175035 1
"SPRYD4" 8.49718 384
"GLS2" 2.59386 148
"RBMS2" 3.3408 657
"BAZ2A" 11.4138 2302
"ATP5B" 390.559 15220
"SNORD59B" 0 0
"SNORD59A" 38.5724 1
"PTGES3" 127.177 5537
"NACA" 782.214 15666
"PRIM1" 6.04777 181
"HSD17B6" 0.386543 13
"SDR9C7" 65.1656 2418
"RDH16" 4.95518 179
"GPR182" 0.246214 8
"ZBTB39" 1.97491 283
"TAC3" 0 0
"MYO1A" 0.0739008 6
"TMEM194A" 2.10819 266
"NAB2" 14.0996 840
"STAT6" 49.5528 4406
"LRP1" 15.105 5266
"MIR1228" 0 0
"NXPH4" 5.94009 226
"SHMT2" 32.8367 1585
"NDUFA4L2" 54.3878 1273
"STAC3" 1.01641 31
"R3HDM2" 9.41305 842
"INHBC" 0 0
"INHBE" 0.188422 10
"GLI1" 0.316268 24
"ARHGAP9" 3.56257 163
"MARS" 20.3823 1313
"DDIT3" 8.52799 148
"MIR6758" 0 0
"MBD6" 7.28655 683
"DCTN2" 69.1164 3128
"KIF5A" 0.0455951 4
"PIP4K2C" 18.9676 1342
"DTX3" 3.7831 180
"ARHGEF25" 2.78528 139
"LOC101927583" 0.131484 7
"B4GALNT1" 0.167431 7
"SLC26A10" 0.114487 6
"OS9" 84.6123 5131
"AGAP2" 2.08777 225
"AGAP2-AS1" 10.8977 164
"TSPAN31" 21.0253 709
"CDK4" 35.0672 1381
"MIR6759" 250.971 4
"MARCH9" 3.34441 221
"CYP27B1" 0.663483 36
"METTL1" 6.38842 164
"METTL21B" 3.34933 201
"TSFM" 17.2398 570
"AVIL" 0.633542 34
"CTDSP2" 52.0344 5951
"MIR26A2" 0 0
"LOC100506844" 2.70801 32
"XRCC6BP1" 3.42711 78
"LOC101927653" 0.142418 6
"LRIG3" 13.0446 1113
"SLC16A7" 3.72714 1037
"FAM19A2" 0.642385 61
"USP15" 16.0232 2057
"MIR6125" 0 0
"MON2" 4.80656 1161
"C12orf61" 0.45457 16
"MIRLET7I" 0 0
"PPM1H" 0.547769 78
"AVPR1A" 1.85521 336
"DPY19L2" 0.273144 25
"TMEM5" 6.49184 271
"SRGAP1" 0.524445 103
"C12orf66" 2.10743 120
"C12orf56" 1.85191 74
"XPOT" 26.0247 2313
"TBK1" 11.1968 767
"RASSF3" 6.49687 502
"MIR548Z" 0 0
"GNS" 21.6504 2532
"TBC1D30" 0.182376 33
"FLJ41278" 0 0
"WIF1" 3.03744 147
"LEMD3" 7.53385 822
"MSRB3" 4.53004 438
"LOC100507065" 0.126926 0
"RPSAP52" 2.41288 54
"HMGA2" 0.0106955 1
"LOC100129940" 1.07218 40
"MIR6074" 0 0
"LLPH" 19.8235 478
"TMBIM4" 40.3125 1586
"IRAK3" 2.74378 525
"MIR6502" 83.023 0
"HELB" 0.284161 23
"GRIP1" 1.45691 167
"LOC102724421" 0 0
"CAND1" 24.6485 3337
"LOC100507175" 0.268361 10
"DYRK2" 5.03881 705
"LOC101927901" 0.157953 11
"LOC101927922" 0 0
"IFNG-AS1" 0 0
"IFNG" 0.292317 7
"IL26" 0.298844 6
"IL22" 0.35633 8
"MDM1" 1.64641 103
"LOC100507195" 0.112999 1
"RAP1B" 61.2132 2818
"SNORA70G" 0 0
"LOC100507250" 0.0275738 1
"NUP107" 8.24447 572
"SLC35E3" 4.0443 206
"LOC100130075" 0.393343 8
"MDM2" 10.6544 1791
"CPM" 19.2587 2949
"CPSF6" 9.667 1472
"MIR1279" 221.461 0
"LYZ" 487.853 15226
"YEATS4" 14.3413 403
"FRS2" 5.57647 877
"MIR3913-1" 0 0
"MIR3913-2" 0 0
"CCT2" 66.8154 2781
"LRRC10" 0.0351531 2
